Homolog, Bit Score
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 102
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 316
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 101
1, 0
1, 57
1, 0
1, 0
1, 0
1, 0
1, 313
1, 0
1, 0
1, 0
1, 0
1, 0
1, 72
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 63
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 345
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 100
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 314
1, 0
1, 0
1, 0
1, 0
1, 0
1, 356
1, 113
1, 352
1, 0
1, 348
1, 0
1, 378
1, 114
1, 0
1, 436
1, 559
1, 0
1, 475
1, 0
1, 499
1, 0
1, 255
1, 0
1, 454
1, 0
1, 97
1, 0
1, 442
1, 569
1, 0
1, 486
1, 0
1, 516
1, 0
1, 194
1, 0
1, 516
1, 0
1, 358
1, 0
1, 442
1, 589
1, 0
1, 487
1, 0
1, 489
1, 0
1, 190
1, 0
1, 463
1, 0
1, 368
1, 0
1, 483
1, 644
1, 0
1, 414
1, 0
1, 532
1, 0
1, 244
1, 0
1, 452
1, 0
1, 367
1, 0
1, 428
1, 518
1, 0
1, 491
1, 0
1, 515
1, 0
1, 191
1, 0
1, 503
1, 0
1, 365
1, 0
1, 465
1, 551
1, 0
1, 527
1, 0
1, 545
1, 0
1, 226
1, 0
1, 514
1, 0
1, 362
1, 0
1, 451
1, 518
1, 0
1, 488
1, 0
1, 535
1, 0
1, 172
1, 0
1, 513
1, 0
1, 356
1, 0
1, 450
1, 534
1, 0
1, 455
1, 0
1, 528
1, 0
1, 181
1, 0
1, 461
1, 0
1, 332
1, 0
1, 437
1, 520
1, 0
1, 463
1, 0
1, 504
1, 0
1, 206
1, 0
1, 468
1, 0
1, 369
1, 0
1, 456
1, 547
1, 0
1, 514
1, 0
1, 540
1, 0
1, 221
1, 0
1, 515
1, 0
1, 355
1, 0
1, 0
1, 0
1, 99
1, 0
1, 0
1, 0
1, 87
1, 0
1, 119
1, 0
1, 93
1, 0
1, 0
1, 263
1, 0
1, 0
1, 0
1, 0
1, 210
1, 272
1, 0
1, 301
1, 101
1, 0
1, 0
1, 0
1, 206
1, 0
1, 252
1, 0
1, 207
1, 267
1, 0
1, 294
1, 0
1, 156
1, 0
1, 0
1, 206
1, 0
1, 255
1, 0
1, 76
1, 0
1, 0
1, 523
1, 0
1, 475
1, 0
1, 398
1, 0
1, 0
1, 567
1, 0
1, 229
1, 0
1, 519
1, 0
1, 419
1, 0
1, 0
1, 0
1, 529
1, 0
1, 459
1, 0
1, 421
1, 0
1, 0
1, 583
1, 0
1, 247
1, 0
1, 552
1, 0
1, 451
1, 0
1, 0
1, 0
1, 603
1, 0
1, 353
1, 0
1, 322
1, 0
1, 0
1, 456
1, 0
1, 188
1, 0
1, 435
1, 0
1, 601
1, 0
1, 0
1, 0
1, 0
1, 163
1, 0
1, 114
1, 0
1, 161
1, 0
1, 115
1, 0
1, 164
1, 0
1, 112
1, 0
1, 163
1, 0
1, 117
1, 0
1, 0
1, 0
1, 0
1, 88
1, 0
1, 0
1, 0
1, 0
1, 95
1, 154
1, 0
1, 0
1, 0
1, 0
1, 86
1, 0
1, 0
1, 0
1, 0
1, 87
1, 146
1, 0
1, 0
1, 0
1, 0
1, 88
1, 0
1, 0
1, 0
1, 0
1, 95
1, 154
1, 0
1, 0
1, 0
1, 0
1, 86
1, 0
1, 0
1, 0
1, 0
1, 87
1, 146
1, 0
1, 114
1, 0
1, 293
1, 0
1, 292
1, 0
1, 121
1, 0
