Homolog, Bit Score
1, 258
1, 95
1, 228
1, 84
1, 56
1, 50
1, 270
1, 61
1, 192
1, 68
1, 396
1, 113
1, 65
1, 53
1, 254
1, 51
1, 310
1, 74
1, 393
1, 109
1, 65
1, 65
1, 236
1, 66
1, 94
1, 81
1, 395
1, 97
1, 65
1, 52
1, 255
1, 40
1, 199
1, 38
1, 240
1, 113
1, 60
1, 61
1, 267
1, 58
1, 260
1, 84
1, 242
1, 51
1, 55
1, 75
1, 282
1, 57
1, 283
1, 0
1, 163
1, 18
1, 128
1, 0
1, 59
1, 0
1, 78
1, 167
1, 88
1, 109
1, 0
1, 85
1, 0
1, 77
1, 163
1, 95
1, 0
1, 0
1, 86
1, 0
1, 74
1, 172
1, 73
1, 0
1, 0
1, 85
1, 0
1, 76
1, 146
1, 91
1, 117
1, 17
1, 90
1, 0
1, 82
1, 157
1, 88
1, 116
1, 0
1, 72
1, 0
1, 74
1, 164
1, 93
1, 0
1, 0
1, 87
1, 0
1, 74
1, 17
1, 0
1, 19
1, 26
1, 87
1, 143
1, 20
1, 149
1, 40
1, 151
1, 30
1, 145
1, 29
1, 149
1, 32
1, 143
1, 151
1, 0
1, 58
1, 95
1, 53
1, 51
1, 73
1, 0
1, 94
1, 45
1, 59
1, 93
1, 74
1, 0
1, 94
1, 45
1, 59
1, 93
1, 74
1, 0
1, 97
1, 132
1, 52
1, 91
1, 69
1, 215
1, 258
1, 300
1, 0
1, 51
1, 42
1, 46
1, 39
1, 0
1, 43
1, 40
1, 56
1, 0
1, 46
1, 49
1, 53
1, 0
1, 50
1, 45
1, 49
1, 0
1, 0
1, 0
1, 297
1, 0
1, 0
1, 0
1, 0
1, 0
1, 133
1, 0
1, 128
1, 0
1, 48
1, 0
1, 143
1, 20
1, 131
1, 0
1, 18
1, 25
1, 84
1, 0
1, 123
1, 37
1, 151
1, 0
1, 117
1, 18
1, 154
1, 0
1, 54
1, 92
1, 62
1, 125
1, 0
1, 0
1, 0
1, 0
1, 0
1, 161
1, 0
1, 54
1, 89
1, 47
1, 154
1, 17
1, 130
1, 0
1, 119
1, 37
1, 174
1, 121
1, 58
1, 86
1, 47
1, 114
1, 43
1, 125
1, 16
1, 103
1, 0
1, 141
1, 0
1, 43
1, 70
1, 32
1, 32
1, 65
1, 0
1, 18
1, 49
1, 0
1, 23
1, 0
1, 0
1, 17
1, 51
1, 51
1, 37
1, 0
1, 0
1, 42
1, 37
1, 0
1, 13
1, 0
1, 0
1, 0
1, 20
1, 45
1, 41
1, 0
1, 50
1, 45
1, 40
1, 47
1, 35
1, 0
1, 0
1, 16
1, 19
1, 0
1, 39
1, 0
1, 21
1, 0
1, 39
1, 0
1, 39
1, 0
1, 24
1, 0
1, 45
1, 19
1, 0
1, 0
1, 0
1, 20
1, 0
1, 0
1, 17
1, 41
1, 0
1, 0
1, 40
1, 71
1, 49
1, 0
1, 0
1, 171
1, 0
1, 44
1, 61
1, 58
1, 281
1, 44
1, 63
1, 0
1, 0
1, 0
1, 164
1, 0
1, 43
1, 0
1, 85
1, 268
1, 68
1, 56
1, 29
1, 0
1, 0
1, 64
1, 0
1, 43
1, 64
1, 78
1, 249
1, 54
1, 65
1, 17
1, 85
1, 145
1, 0
1, 140
1, 23
1, 152
1, 86
1, 22
1, 96
1, 91
1, 83
1, 166
1, 66
1, 22
1, 75
1, 0
1, 0
1, 25
1, 112
1, 0
1, 81
1, 0
1, 84
1, 0
1, 0
1, 50
1, 113
1, 24
1, 90
1, 0
1, 73
1, 0
1, 80
1, 18
1, 0
1, 17
1, 19
1, 32
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 18
1, 0
1, 15
1, 0
1, 23
1, 0
1, 23
1, 65
1, 27
1, 0
1, 106
1, 23
1, 31
1, 67
1, 33
1, 59
1, 0
1, 0
1, 0
1, 23
1, 0
1, 0
1, 30
1, 52
1, 64
1, 20
1, 26
1, 21
1, 40
1, 45
1, 20
1, 32
1, 97
1, 23
1, 644
1, 0
1, 57
1, 37
1, 53
1, 115
1, 52
1, 23
1, 28
1, 62
1, 75
1, 32
1, 47
1, 23
1, 364
1, 0
1, 0
1, 31
1, 48
1, 41
1, 0
1, 0
1, 30
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 16
1, 0
1, 0
1, 36
1, 0
1, 30
1, 38
1, 46
1, 25
1, 43
1, 26
1, 0
1, 0
1, 0
1, 32
1, 28
1, 23
1, 28
1, 0
1, 0
1, 45
1, 0
1, 23
1, 30
1, 35
1, 23
1, 0
1, 0
1, 29
1, 0
1, 0
1, 0
1, 0
1, 182
1, 185
1, 27
1, 0
1, 34
1, 46
1, 168
1, 27
1, 25
1, 0
1, 189
1, 25
1, 195
1, 188
1, 49
1, 21
1, 236
1, 43
1, 193
1, 228
1, 57
1, 21
1, 198
1, 83
1, 197
1, 25
1, 0
1, 0
1, 235
1, 19
1, 190
1, 237
1, 27
1, 0
1, 240
1, 18
1, 162
1, 236
1, 52
1, 0
1, 241
1, 45
1, 75
1, 29
1, 81
1, 44
1, 0
1, 36
1, 52
1, 100
1, 143
1, 44
1, 74
1, 55
1, 27
1, 30
1, 48
1, 114
1, 73
1, 40
1, 72
1, 49
